行驶里程,行驶时长,平均时速,时速标准差,时速最大值,平稳性,转速平均值,转速标准差,转速最大值,早晚高峰,深夜出行,极度拥堵,高速行驶,疲劳驾驶,车号
2,0.151668,18.66304348,14.7016312,48,0.804810651,1346.402174,486.5155331,2191,1.000000001,0,0.347826087,0,0,4
14,0.4891656,29.65625,20.75348665,74,1.026830091,1505.138889,516.9907986,2472,0.315161982,0,0.263888889,0,0,4
17,0.8183352,29.63116883,27.94952789,94,1.161065517,1454.45974,564.3345446,2591,0,0,0.379220779,0.005194805,0,4
17,0.4716672,36.46289753,27.8370614,83,1.180841482,1580.452297,543.3799335,2422,0,0,0.296819788,0,0,4
7,0.2263896,25.4619883,20.12877702,68,1.046239864,1467.368421,491.3499998,2439,1,0,0.321637427,0,0,4
28,0.733332,37.78684807,27.76361106,93,1.102397732,1602.861678,562.7818941,2772,0,1,0.253968254,0.004535147,0,4
14,0.4661112,33.12307692,25.83987383,88,1.083857367,1536.626923,568.3474752,2438,0,1,0.303846154,0,0,4
5,0.4022232,18.35227273,22.03116741,72,1.087181706,1294.619318,539.968007,2350,0.861879673,0,0.551136364,0,0,4
6,0.176112,37.88990826,22.8020221,76,1.14868275,1604.697248,501.7204383,2359,1,0,0.201834862,0,0,4
15,0.5902776,24.54727794,22.60775411,72,1.005109104,1422.868195,532.7700868,2382,0,0,0.389684814,0,0,4
16,0.5619456,29.03254438,21.468398,81,1.075638251,1491.005917,526.4225886,2358,0,0,0.284023669,0,0,4
26,0.6966648,36.96721311,25.90518741,81,1.150596802,1594.393443,488.7859731,2431,0,0,0.24824356,0,0,4
25,0.5663904,46.46296296,26.27200865,90,1.167095014,1734.660494,510.5586046,2482,1,0,0.145061728,0,0,4
3,0.1936128,20.50862069,14.43094241,46,0.764055167,1385.758621,467.301255,2418,0.773316641,0,0.327586207,0,0,4
28,0.703056,37.70758929,30.76433822,99,1.170456731,1555.325893,570.8409912,2732,0,0,0.3125,0.013392857,0,4
6,0.3683352,24.56216216,21.87955358,72,0.945861837,1184.037838,489.6489244,2319,0.54977097,0,0.389189189,0,0,4
10,0.5483352,28.00904977,23.24708994,72,1.033550289,1182.479638,507.3828533,2357,0,0,0.330316742,0,0,4
7,0.4536096,23.52631579,19.19035531,65,0.973374458,1207.244019,475.5032079,2355,1,0,0.363636364,0,0,4
0.09,0.1141656,12.36363636,7.486688524,28,0.483701516,1070.581818,397.4249843,2056,1,0,0.509090909,0,0,4
8,0.249444,32.03870968,20.06964623,76,0.957490612,1299.290323,485.095264,2541,0.231625535,0,0.212903226,0,0,4
8,0.6825,30.13529412,22.24153163,81,1.052750197,1260.505882,495.3058615,2597,0,0,0.288235294,0,0,4
0.16,0.2049984,11.17021277,10.89010432,39,0.89892477,942.0106383,438.6931593,2027,0,0,0.553191489,0,0,4
29,0.7108344,40.79350348,27.66841125,100,1.17708018,1377.897912,495.3572061,2704,0,0,0.162412993,0.051044084,0,4
18,0.9313896,31.36314363,23.18142873,76,1.186869114,1185.525745,462.5955307,2341,0,0,0.268292683,0,0,4
33,0.7736112,51.48670213,27.88968428,92,1.164431485,1445.779255,506.2705118,2705,0,0,0.159574468,0.002659574,0,4
9,0.279444,28.57754011,20.23060942,71,1.00239273,1257.73262,460.2064324,2440,1,0,0.288770053,0,0,4
6,0.2536104,26.88275862,23.25776556,66,1.019915218,1202.62069,509.5079335,2686,0,0,0.372413793,0,0,4
7,0.2208336,32.00740741,24.63176456,74,1.087745196,1264.711111,550.9979666,2777,0,0,0.303703704,0,0,4
1,0.2674992,11.78947368,16.90864244,58,1.087642442,1056.236842,370.212001,1977,1,0,0.640350877,0,0,4
20,0.6730536,31.17708333,18.14087305,68,0.967744475,1224.169271,470.9378288,2300,0,0,0.182291667,0,0,4
26,0.5127768,52.63605442,34.03371435,114,1.189726504,1487.727891,615.6061754,2691,0,0,0.176870748,0.18707483,0,4
1,0.0672216,29.62162162,19.4470097,63,0.962610292,1181.486486,469.6703112,1875,0,0,0.216216216,0,0,4
8,0.2836104,26.64583333,21.36150041,75,1.043911335,1195.182292,472.7667735,2637,1,0,0.307291667,0,0,4
0.2,0.2508336,12,9.606032587,33,0.689781731,1095.533333,445.7119631,1704,0,0,0.433333333,0,0,4
0.3,0.3722232,2.111111111,2.088327348,6,0.401830815,756.2222222,109.3009352,982,0,0,1,0,0,4
1,0.7661112,17.63483146,13.49100224,51,0.766836926,1094.825843,442.3108271,2140,0,0,0.415730337,0,0,4
16,0.5041656,33.66319444,28.36339164,98,1.133341222,1263.402778,517.3745948,2203,0,0,0.298611111,0.03125,0,4
19,0.4688904,38.94295302,31.99705533,112,1.149462945,1336.681208,570.7504857,2550,0,0,0.285234899,0.10738255,0,4
24,1.0894464,33.81390135,30.61054947,111,1.173118805,1276.41704,562.0745251,2719,0.685618678,0,0.320627803,0.060538117,0,4
10,1.0449984,24.60948905,20.90894399,74,1.034474027,1165.069343,479.0625984,2411,0.092768754,0,0.354014599,0,0,4
0.23,0.284724,14.63461538,14.72896153,51,0.912284754,1097.788462,455.5674478,1969,0,0,0.673076923,0,0,4
10,0.4605552,20.89788732,21.22719427,73,1.050596038,1088.630282,492.4821468,2491,1,0,0.461267606,0,0,4
1,0.1861128,11.3015873,10.41809053,32,0.804683419,988.3333333,393.1136255,1845,1,0,0.571428571,0,0,4
2,0.1080552,16.36,14.03917299,50,0.852481654,1150.933333,422.5159947,2021,0.999999999,0,0.48,0,0,4
1,0.1569432,9.757894737,8.643920246,30,0.909577443,993.8315789,396.6938541,1992,0.999999999,0,0.6,0,0,4
2,0.4024992,16.20300752,12.08665643,51,0.856143076,1170.654135,438.19907,2155,1,0,0.406015038,0,0,4
23,1.3277784,23.76782753,20.38497818,81,1.083322083,1156.696517,458.2968787,2536,0.53723784,0,0.348258706,0,0,4
4,0.3638904,19.88,17.95630898,61,1.058492349,1142.288,468.7711942,2329,0,0,0.448,0,0,4
10,0.2966664,30.22885572,20.40557187,70,1.010094228,1226.462687,442.860418,2363,1,0,0.218905473,0,0,4
1,0.133056,11.39506173,8.600405532,31,0.812236436,969.7777778,365.7612951,1744,1,0,0.654320988,0,0,4
2,0.2786112,19.52427184,13.73905601,55,0.990917013,1204.23301,406.1225113,2074,1,0,0.349514563,0,0,4
16,0.3886104,37.8129771,28.78123563,86,1.156809161,1589.187023,520.758943,2422,0,0,0.270992366,0,0,4
18,0.4016664,43.47413793,28.85130147,88,1.16039584,1699.353448,533.0832437,2524,0,1,0.202586207,0,0,4
77,2.8027776,35.15692308,33.77282238,114,1.140274385,1529.720769,674.0894932,3145,0,0,0.39,0.062307692,2.8027776,4
18,0.343332,50.2,32.90101146,99,1.18336958,1815.471429,599.5637742,2777,0,1,0.20952381,0.157142857,0,4
5,0.5397216,19.77464789,17.43629687,64,0.882570501,1342.032864,486.551752,2306,0.09675655,0,0.41314554,0,0,4
1,0.2938896,15.09859155,12.85541012,49,0.957536207,1261.464789,329.1696406,2223,0,0,0.408450704,0,0,4
15,0.3416664,44.74396135,23.92214617,81,1.094610226,1666.381643,438.4385514,2403,0,0,0.140096618,0,0,4
17,0.3550008,48.48584906,27.76159145,91,1.197489306,1698.415094,528.6237137,2562,0,1,0.155660377,0.004716981,0,4
7,0.5294448,22.44292237,21.71183634,75,1.037455483,1340.196347,496.8955946,2359,0,0,0.438356164,0,0,4
3,0.2925,12.03030303,16.18544372,57,0.972128775,1149.672727,478.3280098,2475,1,0,0.636363636,0,0,4
4,0.2425008,19.7414966,23.64668254,66,1.168346129,1246.013605,580.4093382,2343,1,0,0.578231293,0,0,4
25,1.1313888,21.0286944,24.09343123,86,1.152553802,1302.817791,536.0981772,2478,0,0,0.522238164,0,0,4
15,0.498888,31.86597938,25.57138576,76,1.167310945,1441.735395,530.8977778,2397,0,0,0.312714777,0,0,4
17,0.5511096,35.96677741,29.63453322,86,1.162517202,1519.607973,549.183915,2393,0,1,0.325581395,0,0,4
17,0.4302768,34.89965398,27.30016343,83,1.177329507,1527.66436,538.6012957,2367,0,0,0.280276817,0,0,4
17,0.3858336,45.70319635,28.19490713,86,1.133083851,1685.680365,522.2915001,2431,1,0,0.191780822,0,0,4
9,0.5855568,22.00398406,24.95972724,76,1.134140556,1298.733068,548.8791747,2389,0,0,0.517928287,0,0,4
27,1.2266664,22.17700454,22.18531764,82,1.055349136,1317.354009,543.1853319,2536,0.867525841,0,0.441754917,0,0,4
17,0.3705552,47.11818182,33.88342406,102,1.174305688,1729.904545,672.7023706,2821,0,0,0.236363636,0.113636364,0,4
1,0.1211088,7.970588235,12.61811983,41,0.822728477,1106.72549,372.2640699,2055,0,0,0.725490196,0,0,4
16,0.453888,35.79044118,26.9037546,81,1.187994566,1587.492647,530.2624567,2578,0,0,0.264705882,0,0,4
17,0.3547224,52.04166667,31.61529773,97,1.167510863,1821.802083,599.8915281,2667,0,0,0.140625,0.104166667,0,4
7,0.3841656,17.01176471,19.49025243,67,1.049136062,1249.392157,515.5325081,2423,1,0,0.576470588,0,0,4
13,0.62028,20.90958904,19.71179825,74,1.037226553,1305.419178,503.5615267,2347,0,0,0.446575342,0,0,4
22,0.7922208,37.50837989,24.31616417,82,1.129082886,1616.695531,525.6762053,2397,0,0,0.220670391,0,0,4
12,0.3638904,28.31075697,26.56733039,92,1.136456836,1498.466135,553.009875,2525,1,0,0.378486056,0.003984064,0,4
0.06,0.0755568,8.191489362,9.92939925,28,0.863794445,1080.085106,341.1199477,1957,0,0,0.659574468,0,0,4
6,0.2858328,24.0239521,19.29915164,59,0.960682739,1448.005988,554.4763458,2416,0,0,0.347305389,0,0,4
17,0.3302784,52.68877551,29.82530463,104,1.170031845,1862.05102,578.7470352,2823,0,0.758618184,0.132653061,0.096938776,0,4
12,0.3430536,30.04741379,26.05093898,90,1.163245991,1519.801724,547.8111063,2491,1,0,0.331896552,0,0,4
0.04,0.0561096,9.051282051,10.22367922,30,0.993044985,1108.333333,427.4864315,2080,0,0,0.615384615,0,0,4
6,0.2708328,21.91304348,21.03639445,66,0.958275364,1374.57764,573.8080324,2330,0,0,0.440993789,0,0,4
17,0.3525,48.20560748,26.01416671,85,1.183466552,1760.028037,450.6036735,2371,0,0.797474043,0.112149533,0,0,4
16,0.3663888,39.04417671,28.33615282,84,1.156119772,1611.393574,526.9910074,2386,0,0,0.257028112,0,0,4
17,0.3933312,43.54661017,27.89528194,84,1.185920775,1680.877119,510.0420068,2513,0,0,0.194915254,0,0,4
22,1.184724,19.07560628,24.3353063,89,1.131105671,1295.161198,611.8188793,3675,0,0,0.563480742,0,0,4
1,0.058332,12.140625,10.74357274,35,0.490509085,1212.671875,398.8165053,2358,0,0,0.546875,0,0,4
19,0.551388,33.43373494,24.47216448,80,1.039678383,1571.340361,529.2363607,2740,0,0,0.256024096,0,0,4
0.05,0.0647208,13.35,11.29681144,32,0.718727244,1207.225,443.1125045,2123,0,0,0.5,0,0,4
4,0.1402776,28.36904762,17.00799228,58,0.864974966,1539.297619,452.5907425,2197,0,1,0.178571429,0,0,4
6,0.1441656,47.43902439,14.34762213,68,1.041796887,1829.47561,416.7427849,2335,0,1,0.024390244,0,0,4
3,0.2988888,13.85314685,16.99376772,57,0.867941358,1232.111888,487.246288,2476,0,0,0.58041958,0,0,4
5,0.455556,15.11842105,17.35453103,59,0.879374728,1236.184211,500.2358574,2303,0.983536602,0,0.565789474,0,0,4
16,0.643056,34.81016949,28.09394889,84,1.16650752,1555.111864,560.9334764,2567,0,0,0.281355932,0,0,4
28,0.9008328,31.85849057,22.33938205,81,1.088581414,1540.981132,509.2508784,2526,1,0,0.247169811,0,0,4
3,0.3538896,11.91666667,18.99573711,75,0.873585021,1083.611111,444.691745,2248,1,0,0.708333333,0,0,4
29,1.3024992,39.71023965,25.3242924,87,1.104493345,1604.753813,503.1564586,2347,0,0,0.189542484,0,0,4
12,0.326388,30.81140351,24.90129328,82,1.088055557,1494.850877,551.5849367,2425,0,0,0.298245614,0,0,4
5,0.285,18.88304094,15.704563,61,0.933756995,1296.415205,488.4774636,2371,0,0,0.409356725,0,0,4
3,0.232224,18.12403101,15.00364943,61,0.886080128,1242.403101,447.8065382,2343,1,0,0.457364341,0,0,4
10,0.755556,12.98206278,21.346676,79,1.17252719,1068.713004,454.4619074,2324,0,0,0.701793722,0,0,4
18,0.5236104,32.09939759,25.61790583,84,1.162343919,1506.313253,542.6035074,2905,0,0,0.328313253,0,0,4
10,0.24972,40.43506494,26.4671273,81,1.118912821,1573.545455,481.7501195,2276,0,0,0.194805195,0,0,4
5,0.2611128,22.08441558,17.39128747,59,1.053222319,1356.831169,479.0262428,2338,0,0.495739772,0.318181818,0,0,4
14,0.384168,36.68421053,22.28186113,83,1.108420805,1627.447368,474.8087042,2368,0,1,0.153508772,0,0,4
16,0.3886104,40.20164609,29.73749611,92,1.157167359,1654.609053,557.0652656,2528,0,0,0.238683128,0.008230453,0,4
18,0.5063904,35.58333333,26.0900753,98,1.169784848,1554.803333,528.1368507,2731,0,0,0.253333333,0.01,0,4
17,0.7166664,31.18694362,24.23773761,87,1.167394206,1542.364985,513.3619236,2437,0,0,0.287833828,0,0,4
13,0.7130544,20.31486146,24.88496982,82,1.112805725,1270.929471,546.1516653,2515,0,0,0.554156171,0,0,4
13,0.4563888,28.59489051,22.31870656,83,1.018533443,1560.047445,565.2430395,2571,0.275102281,0,0.284671533,0,0,4
18,0.699444,32.68221574,24.78565195,81,1.129218408,1525.758017,512.9288704,2465,0,0,0.268221574,0,0,4
79,2.9022216,35.96014829,28.27996279,101,1.075286602,1600.122335,589.798725,2803,0,0,0.288229842,0.016682113,2.9022216,4
1,0.311112,10.54716981,10.31146572,33,0.541798882,1166.245283,422.0024782,2290,0,0,0.556603774,0,0,4
12,0.3633336,32.30044843,25.39745943,83,1.144151826,1488.358744,548.8695725,2376,0,0,0.295964126,0,0,4
6,0.1555536,42.20879121,24.45699922,81,1.141647794,1657.648352,452.8322813,2285,0,0,0.131868132,0,0,4
3,0.63,13.22424242,13.69366576,42,0.855783383,1191.490909,431.535116,2227,0,0,0.533333333,0,0,4
14,0.5505552,23.51388889,24.18394749,97,1.086862403,1388.5,557.1954544,2663,0.45156453,0,0.408333333,0.013888889,0,4
17,1.2066672,28.90909091,23.0499463,86,1.014417701,1505.339572,525.3528825,2422,0,0,0.302139037,0,0,4
18,0.5263896,35.22801303,22.20787406,78,1.112647251,1599.957655,484.0901662,2443,0,0,0.185667752,0,0,4
7,0.1733352,32.13868613,23.91350298,81,1.059333073,1640.248175,546.8981487,2495,0,0,0.262773723,0,0,4
4,0.495,13.4,18.58299906,68,1.016934969,1163.859091,507.0941598,2385,0,0,0.631818182,0,0,4
0.08,0.0980568,8.233333333,12.4115401,42,0.872776976,1061.333333,349.7440549,2124,1,0,0.733333333,0,0,4
4,0.161388,18.28571429,20.38915055,61,0.870270314,1308.263736,581.2275102,2480,1,0,0.505494505,0,0,4
7,0.1702776,41.53,20.26214812,75,1.153601398,1646.3,413.6697189,2390,1,0,0.09,0,0,4
1,0.0719448,14.31578947,15.42829481,45,0.943694941,1268.223684,430.5187754,2342,1,0,0.526315789,0,0,4
7,0.1916664,34.94214876,25.57710484,79,1.170328978,1553.892562,565.8444103,2411,0,0,0.247933884,0,0,4
5,0.1530552,35.75555556,25.05648052,84,1.137724848,1510.522222,517.324822,2306,0,0,0.188888889,0,0,4
5,0.18,31.4587156,24.20037194,80,1.159864464,1539.770642,604.5992188,2408,0,0,0.275229358,0,0,4
3,0.2561112,13.06802721,16.49103528,50,0.977010958,1169.959184,496.0214296,2380,0,0,0.612244898,0,0,4
3,0.2197224,13.5,16.52502151,56,0.95194356,1139.333333,457.294995,2235,0,0,0.613636364,0,0,4
4,0.2344464,19.33093525,15.33650967,50,0.923954337,1402.158273,512.7013745,2432,0,0,0.388489209,0,0,4
5,0.1458336,33.63636364,22.39570044,69,1.076225302,1506.863636,536.9405494,2359,1,0,0.215909091,0,0,4
23,1.4177784,23.05696203,20.77690528,74,1.092923718,1369.924051,527.7339025,2561,0,0,0.389240506,0,0,4
0.07,0.0894432,10.50909091,11.97972473,38,0.878922327,1152.363636,400.2080646,2163,1,0,0.6,0,0,4
6,0.4588896,19.24731183,19.56619032,67,1.024314841,1251.483871,518.7713158,2381,1,0,0.5,0,0,4
34,0.909444,35.7543554,28.7416841,108,1.126687302,1562.508711,587.9489172,2896,0,0,0.285714286,0.031358885,0,4
27,1.616388,21.3573201,20.0487323,87,1.017491892,1382.336228,528.3404816,2610,0,0,0.41439206,0,0,4
12,0.3988896,29.1755102,23.79243001,74,1.127537406,1451.661224,510.4411178,2411,0.794565715,0,0.310204082,0,0,4
6,0.2386104,27.83453237,22.67687232,71,1.195727034,1412.604317,501.0758081,2377,0,0,0.338129496,0,0,4
12,0.4477776,26.40298507,24.19400966,80,1.097906718,1394.83209,542.9593671,2374,0,0,0.380597015,0,0,4
10,0.4383336,26.6484375,22.33860278,81,1.060979391,1444.566406,531.4479698,2403,0,0,0.3359375,0,0,4
16,0.3349992,45.26046512,28.55912165,89,1.146274171,1704.153488,524.59273,2481,0,0,0.16744186,0,0,4
17,0.3855552,43.74347826,27.11320802,87,1.163317012,1696.821739,510.2656629,2479,0,0,0.173913043,0,0,4
4,0.5977776,16.56914894,19.03137026,66,0.996202335,1246.40107,505.9578424,2344,0,0,0.531914894,0,0,4
0.12,0.1450008,11.51515152,12.43598058,43,0.951737484,1049.363636,338.3717408,1776,1,0,0.590909091,0,0,5
0.1,0.1272216,13.21875,11.20695169,37,0.712997536,1095.4375,229.3311365,1559,0,0,0.53125,0,0,5
0.07,0.0830568,7.869565217,8.982968318,25,1.259700472,982.3695652,217.3386869,1428,1.000000001,0,0.673913043,0,0,5
0.31,0.3880536,14.50649351,10.92633633,40,0.964481004,1102.961039,298.5139705,1667,1,0,0.519480519,0,0,5
49,2.6786112,57.57142857,40.86469961,134,1.302277128,1578.357733,423.9428273,2548,0.068339593,0,0.20188902,0.290436836,2.6786112,5
45,2.2474992,66.44689655,38.23345714,127,1.297345517,1633.503448,421.9108944,2643,0,0.117167027,0.146206897,0.357241379,2.2474992,5
1,0.3719448,18.640625,18.69554428,66,1.02836772,1262.757813,387.4322241,2214,1,0,0.4921875,0,0,5
0.27,0.3372216,28.94495413,21.16768802,68,1.174265429,1351.055046,433.3107437,2176,0,0,0.311926606,0,0,5
0.36,0.4552776,11.33695652,12.02129719,43,0.936945839,1071.032609,233.9247766,1723,1,0,0.597826087,0,0,5
1,0.1402776,45.61363636,21.88151594,82,1.065675393,1522.227273,397.0506302,2096,1,0,0.159090909,0,0,5
1,0.1655544,41.78125,22.78085297,80,0.958439892,1530.796875,424.218242,2221,0,0,0.140625,0,0,5
0.33,0.4155576,15.11363636,18.88527482,54,1.198580522,1161.022727,349.0474057,2084,0,0,0.602272727,0,0,5
0.1,0.1263888,32.83783784,20.12532058,73,0.842511524,1440.216216,422.6487993,2154,0,0,0.162162162,0,0,5
0.13,0.1613904,2.142857143,2.878491669,11,0.164684095,899.8571429,94.17647685,1227,0.999999999,0,1,0,0,5
0.13,0.1616664,40.015625,19.30004703,72,1.180085796,1472.25,354.785918,1934,0.999999999,0,0.125,0,0,5
0.14,0.1730544,35.97297297,18.41899925,73,0.935059169,1487.662162,341.3425258,2400,0,0,0.148648649,0,0,5
1,1.2550008,22.48725212,20.84849247,70,1.076858679,1279.532578,389.643995,2130,0,0,0.447592068,0,0,5
2,0.2308344,29.53012048,23.02137784,66,1.24684155,1377.855422,391.7868738,1918,0,0,0.337349398,0,0,5
0.51,0.6416664,20.5060241,15.41457279,57,1.094049079,1223.951807,317.580127,1858,0,0,0.337349398,0,0,5
2,0.620556,22.79824561,16.50907097,55,0.974270369,1284.934211,375.1492508,2119,0,0,0.337719298,0,0,5
2,0.5302776,17.04784689,16.80852599,65,1.089620791,1199.043062,340.818053,2044,0.859089654,0,0.540669856,0,0,5
0.06,0.0722232,19.88235294,12.44567518,40,1.113777062,1182.470588,432.9396511,1950,0.999999999,0,0.294117647,0,0,5
1,0.146112,41.95744681,23.91557383,83,1.152858456,1540.978723,366.5384783,2118,1.000000001,0,0.14893617,0,0,5
2,0.1222224,48.23529412,27.26139265,91,1.038867259,1617.392157,420.9173353,2454,0,0,0.137254902,0.019607843,0,5
0.18,0.2308344,12.49367089,14.49480315,49,0.703891657,1120.367089,354.2819092,1960,0,0,0.670886076,0,0,5
0.12,0.153888,20.66,11.63143173,39,0.703281396,1319.76,309.7145862,1904,0,0,0.24,0,0,5
3,0.6108336,27.77348066,25.0541317,80,0.991892536,1360.033149,427.545084,2208,0,0,0.397790055,0,0,5
10,1.0747224,48.27272727,23.55413345,94,1.051548516,1574.440341,379.1730196,2404,0.252002564,0,0.15625,0.002840909,0,5
49,2.0933352,64.65980796,43.36469472,135,1.342360528,1586.987654,467.0765651,2713,0.010881392,0,0.252400549,0.379972565,2.0933352,5
33,1.413888,72.4476386,40.73886565,130,1.304369536,1682.64271,433.6469469,2525,0,0,0.156057495,0.457905544,0,5
27,1.1572224,58.03010753,34.03926417,124,1.295756619,1625.372043,357.8661515,2693,0,0,0.094623656,0.23655914,0,5
0.32,0.3986112,18.06024096,15.86478644,49,0.774815225,1182.385542,352.807549,2047,0.213940803,0,0.481927711,0,0,5
2,0.2166672,25.19480519,24.43683531,67,1.258492323,1196.38961,391.0264884,1941,1,0,0.467532468,0,0,5
1,0.1655568,39.07936508,21.8973423,77,1.046071009,1470.349206,393.4251644,2060,1.000000001,0,0.19047619,0,0,5
2,0.1597224,38.18309859,19.48135362,69,1.104488618,1476.704225,343.2414974,2109,0,0,0.126760563,0,0,5
0.28,0.3444456,9.25,13.09825506,46,1.055535977,1065.777778,320.2780142,1887,0,0,0.694444444,0,0,5
3,0.8838888,24.45373134,20.37280041,69,0.986193135,1322.752239,387.3657559,2123,0,0,0.405970149,0,0,5
4,0.7741656,42.07555556,28.13787131,97,1.242099854,1513.822222,421.3105769,2248,0,0,0.235555556,0.022222222,0,5
0.12,0.1466664,21.66666667,13.05142225,57,0.780428172,1341.388889,298.8609456,1833,0,0,0.203703704,0,0,5
2,0.6983328,22.92165899,18.63683979,63,1.110472248,1292.718894,380.8431548,2057,0,0,0.414746544,0,0,5
0.05,0.0652776,22,16.42206475,43,0.990177177,1243.95,293.1553343,1758,0.999999999,0,0.35,0,0,5
0.09,0.1166664,16.6875,13.87965946,44,1.137059262,1108.125,297.4605016,1599,1.000000001,0,0.4375,0,0,5
4,0.3363888,43.60465116,26.41449017,87,1.266858375,1527.434109,352.591895,2142,0,0,0.224806202,0,0,5
3,0.5752776,17.80412371,30.10538973,109,1.324475378,1139.231959,419.4648735,2366,0,0,0.721649485,0.041237113,0,5
1,0.1622232,29.80434783,20.93123086,56,0.829531653,1344.586957,444.9009666,2056,0,0,0.282608696,0,0,5
1,0.620556,12.97881356,14.61315264,59,1.029211132,1119.114407,309.335815,1960,0,0,0.588983051,0,0,5
2,0.2255544,41.80555556,16.08834666,59,0.562288432,1558.138889,274.5582011,2121,0,0,0.083333333,0,0,5
2,0.3194448,30.36231884,20.07029327,65,1.071678264,1430.086957,381.134926,2241,1,0,0.289855072,0,0,5
0.11,0.1422216,3.9,3.799727758,14,0.482741284,933.2,96.24480282,1218,0,0,0.966666667,0,0,5
0.08,0.0966672,9.15625,13.30076247,39,1.053993388,1080,314.5240131,1727,1,0,0.75,0,0,5
19,1.6047216,48.35281385,37.59140679,132,1.278009394,1545.768398,454.1572688,2861,0,0,0.201298701,0.186147186,0,5
0.06,0.0702768,11.84375,7.662684508,26,0.539386302,1134.53125,369.1082527,2016,0,0,0.5625,0,0,5
13,1.3697208,41.61428571,31.09909289,118,1.291931404,1487.261224,400.3627102,2487,0,0,0.173469388,0.118367347,0,5
13,2.467776,28.72506394,22.41638008,80,1.115556669,1367.740409,409.9798632,2244,0.723323349,0,0.315856777,0,2.467776,5
11,1.0038888,37.13506494,24.88143639,86,1.279757105,1415.384416,348.1417452,2100,0.328444346,0,0.228571429,0,0,5
1,0.6061104,16.84971098,20.74290191,60,1.233696804,1174.630058,375.0479994,2129,0,0,0.624277457,0,0,5
2,0.3294432,36.47692308,25.43092648,84,1.193794448,1464.176923,389.643058,2161,0,0,0.261538462,0,0,5
1,0.3238896,23.31034483,21.82755092,70,1.172485781,1280.094828,422.3409704,2108,0,0,0.439655172,0,0,5
26,2.1275016,47.8454039,36.47394209,131,1.305664359,1505.534819,426.9822305,2777,0.375244653,0,0.224233983,0.167130919,2.1275016,5
0.15,0.1897224,5.637681159,8.739651047,30,1.14301464,962.4202899,244.9030664,1744,1,0,0.768115942,0,0,5
0.05,0.061668,11.11538462,15.36834909,42,0.827054216,1131,368.8837215,1971,0,0,0.653846154,0,0,5
11,1.1055552,24.00209205,19.51567654,67,1.165403235,1307.016736,394.9899552,2161,0,0,0.372384937,0,0,5
3,0.2816688,17.92307692,13.90081848,52,0.981799997,1254.576923,376.1635375,2111,0,0,0.397435897,0,0,5
44,1.8661104,39.12040558,24.21869379,83,1.225177951,1460.342205,391.8640109,2299,0,0.121762571,0.207858048,0,0,5
1,0.1341672,12.83606557,15.72490628,56,1.076376395,1117.442623,368.0931279,2006,0,1,0.655737705,0,0,5
5,0.344724,28.09219858,19.27837453,64,1.06078867,1340.560284,384.8797654,2015,0,1,0.304964539,0,0,5
2,0.1697232,31.71641791,21.5003918,68,0.875969128,1407.641791,399.3199788,2212,0,0,0.298507463,0,0,5
11,0.54,23.67197452,21.45887019,78,1.160708659,1311.955414,410.9258361,2120,0,0,0.404458599,0,0,5
19,0.8533344,26.30515464,21.54971367,85,1.204705779,1323.534021,384.4408752,2208,1,0,0.346391753,0,0,5
7,0.470832,25.80693069,19.1902585,76,1.133882971,1324.930693,383.7490437,2374,0,0,0.297029703,0,0,5
0.08,0.0949992,7.586206897,14.0450834,52,1.203430706,1010.206897,305.1573513,2174,0,0,0.827586207,0,0,5
4,0.2797224,18.10909091,16.28931199,61,1.123092091,1181.278788,370.5368483,1959,0,0,0.448484848,0,0,5
4,0.2336112,24.51145038,19.25511577,62,1.118733522,1286.687023,381.9868319,2085,0,0,0.351145038,0,0,5
0.06,0.0719448,8.902439024,15.8221441,54,0.980530705,1009.658537,308.0769879,1742,0,0,0.780487805,0,0,5
12,0.6975,20.95177665,16.83493307,64,1.092296706,1299.941624,376.7685815,2052,0,0,0.368020305,0,0,5
2,0.165,17.56701031,15.06438074,47,1.099376539,1159.278351,354.5890739,1870,0,0,0.443298969,0,0,5
3,0.1433328,30.90243902,19.92182856,68,1.135544591,1392.743902,437.3889083,2038,0,0,0.207317073,0,0,5
0.07,0.0850008,11.71153846,12.94836887,36,1.199212522,1024.480769,277.8547011,1646,0.999999999,0,0.596153846,0,0,5
0.07,0.0838896,11.90243902,12.35476604,43,0.887186757,997.5609756,376.6180458,1751,0,0,0.634146341,0,0,5
26,0.6138888,45.57765668,43.58314511,130,1.383500801,1441.877049,504.8301694,2503,0,0,0.414168937,0.264305177,0,5
2,0.1191672,21.92105263,17.22305676,85,1.007869833,1289.894737,466.6976346,3899,1.000000001,0,0.302631579,0,0,6
3,0.138612,22.06024096,18.65956199,57,1.229551421,1239.662651,314.0036615,1805,0,0,0.385542169,0,0,6
1,0.6877776,2.5375,8.869061075,79,1.021921385,906.1825,294.7617435,4803,1,0,0.9225,0,0,6
7,0.4327776,24.17297297,19.82621026,98,0.94649182,1323.978378,536.6881225,4304,0,0,0.32972973,0.010810811,0,6
5,0.54,16.21658986,12.48940667,58,0.783361944,1161.981567,306.5764354,2141,0,0,0.447004608,0,0,6
1,0.2524992,10.25,7.820568414,20,0.890427584,1067.3125,236.0507651,1552,0,0,0.5,0,0,6
0.13,0.163332,18.11627907,10.45217977,40,0.598818676,1249.255814,278.4353471,1962,0,0,0.255813953,0,0,6
