行驶里程,行驶时长,平均时速,时速标准差,时速最大值,平稳性,转速平均值,转速标准差,转速最大值,早晚高峰,深夜出行,极度拥堵,高速行驶,疲劳驾驶,车号
0.23,0.2838888,19.75,20.29831863,57,0.492105634,1341.208333,628.2783916,3341,0,0,0.5,0,0,6
25,0.9633336,43.84330484,24.94464625,104,1.193422058,1474.883191,363.0054475,3203,0,0,0.128205128,0.017094017,0,6
1,0.556944,18.359375,13.81071955,66,0.540017434,1236.507813,349.53366,2335,1,0,0.359375,0,0,6
2,0.1561128,14.20879121,8.04365379,32,1.086520025,1087.912088,308.6152458,1758,1,0,0.395604396,0,0,6
17,0.5972232,29.79942693,19.22133333,85,1.217605452,1315.744986,314.9204803,2023,0.186511174,0,0.212034384,0,0,6
52,1.1969448,44.29,24.08230196,94,1.325564867,1445.607143,288.3296302,2774,0,0.125319062,0.112857143,0.011428571,0,6
6,0.3197208,18.95979899,15.63628233,68,1.127605745,1215.698492,314.9319143,2442,1,0,0.371859296,0,0,6
2,0.2977776,13.96969697,16.5044549,52,0.972116849,1133.353535,348.5748335,2268,0,0,0.595959596,0,0,6
1,0.206112,27.47727273,15.47764876,53,0.600766178,1350.931818,243.5628373,1774,0,0,0.181818182,0,0,6
2,0.2372208,15.71604938,11.43594614,38,1.010310421,1159.024691,275.4744986,1691,1,0,0.407407407,0,0,6
0.15,0.1927776,8.92,7.300656946,24,0.804048112,1017.46,213.0673181,1615,1,0,0.7,0,0,6
3,0.6097224,6.526785714,9.942485189,36,1.30648482,969.4107143,239.1113356,1772,0,0,0.738095238,0,0,6
4,0.1644432,24.9537037,18.40478618,80,0.939846149,1311.518519,346.5083371,2872,0.999999999,0,0.296296296,0,0,6
42,1.477776,35.12385321,21.68417917,97,1.22705801,1378.053517,324.5303572,2978,0.253007763,0,0.183486239,0.001529052,0,6
60,1.936944,39.82909931,35.39949882,158,1.385729138,1450.279446,509.5790855,3388,0,0,0.197459584,0.081986143,0,6
0.08,0.1002768,23.04,12.3221387,49,0.744688294,1315.1,273.467623,1859,0,0,0.26,0,0,6
1,0.354168,16.47826087,12.98729579,51,0.972019306,1168.51087,299.3106914,2200,1,0,0.434782609,0,0,6
2,0.2625,7.93125,10.07089453,40,1.155908654,1019.575,273.7392725,1886,1,0,0.6375,0,0,6
2,0.1044456,18.46969697,13.18066147,36,1.208523686,1194.772727,283.3486461,1694,0,0,0.318181818,0,0,6
7,0.3744432,26.28,17.0316271,81,1.020209494,1351.765714,346.5948925,3474,0,1,0.217142857,0,0,6
3,0.1483344,24.94805195,17.82731206,67,0.964588402,1310.25974,335.7305625,2411,1,0,0.272727273,0,0,6
0.04,0.0547224,1.054054054,4.149604706,24,0.024315125,852.1081081,175.5856524,1389,0.81724486,0,0.972972973,0,0,6
0.07,0.0838896,12.65789474,9.51606413,28,1.09870129,1165.473684,335.2937991,1797,0,0,0.526315789,0,0,6
1,0.0800016,17.1509434,19.45942151,59,1.075881424,1135.566038,351.8775196,1797,0,0,0.528301887,0,0,6
1,0.075,18.69767442,11.61594734,37,0.907761501,1198.093023,276.6980316,1859,0,0,0.302325581,0,0,6
2,0.3930552,9.994897959,9.934915095,37,0.845194669,1052.933673,261.3488889,1827,0,0,0.62244898,0,0,6
1,0.1138896,14.11764706,20.31614831,63,1.103675379,1118.215686,391.7382449,2481,1,0,0.647058824,0,0,6
1,0.131112,14.1547619,14.44682318,45,1.090858367,1130.22619,300.4372457,1798,0,0,0.5,0,0,6
4,0.3733344,23.69465649,23.37878497,85,0.94816111,1335.152672,603.6641766,4062,0,0,0.442748092,0,0,6
0.14,0.1691664,13.88888889,7.142539675,27,0.65308566,1141.388889,203.125194,1519,0,1,0.333333333,0,0,6
4,0.1786128,24.51754386,17.0694741,60,1.113342527,1261.95614,377.1969836,1858,1,0,0.289473684,0,0,6
2,0.1344432,19.88135593,13.13338041,45,1.051605886,1216.322034,284.7323269,1716,0,0,0.338983051,0,0,6
0.19,0.2338896,12.875,9.14521299,33,0.745464784,1124.71875,270.9877563,1713,0,0,0.46875,0,0,6
5,0.2744448,22.31782946,22.47150435,92,1.13939013,1207.449612,409.989881,2475,1,0,0.449612403,0.007751938,0,6
3,0.1602768,22.89108911,17.44356672,59,1.209951614,1233.752475,311.5891656,1835,0,0,0.366336634,0,0,6
3,0.1411104,23.16304348,17.51813953,64,1.060991955,1251.891304,320.9154644,1890,1,0,0.315217391,0,0,6
0.16,0.195,20.77777778,16.0055022,60,0.70920902,1300.203704,417.3785386,2348,1,0,0.351851852,0,0,6
0.04,0.0522216,22.44,15.72704677,62,0.16611419,1391.72,496.9291968,2947,0,0,0.2,0,0,6
0.23,0.2883336,5.166666667,10.89289289,58,1.004793221,948.5196078,236.6413809,2198,0,0,0.794117647,0,0,6
1,0.1947216,15.39393939,13.23733507,49,0.865865544,1129.545455,259.2067296,2018,0,0,0.454545455,0,0,6
1,0.1149984,18.8490566,17.79952055,56,1.18020805,1173,362.6278554,1731,0,0,0.452830189,0,0,6
14,0.5538888,29.64505119,22.46619114,90,1.252041727,1309.31058,337.1017017,2998,1,0,0.255972696,0,0,6
15,0.4336104,36.36625514,19.29505603,78,1.33379894,1376.419753,297.0439986,2014,0,0,0.131687243,0,0,6
2,0.1458336,16.53846154,10.26618748,33,1.111344346,1238.525641,308.2560803,1818,0,0,0.294871795,0,0,6
2,0.213888,13.50588235,12.8068281,46,1.046919546,1076.152941,282.5804776,1675,0,0,0.564705882,0,0,6
2,0.193056,15.55454545,20.07489937,70,1.295293459,1090.236364,314.2208049,2106,0,0,0.590909091,0,0,6
41,0.8519448,45.13387978,30.46320214,108,1.401272129,1405.030055,364.6824352,2378,0,0,0.210382514,0.038251366,0,6
39,0.8894448,42.34042553,22.07573376,80,1.370399099,1385.674468,290.44571,2037,0.07870168,0,0.108510638,0,0,6
19,0.9119424,27.31485588,25.12233581,116,1.230143073,1301.443459,428.4926327,3497,1,0,0.352549889,0.017738359,0,6
2,0.0827784,40.24324324,23.93904923,123,0.696938931,1615.702703,646.287383,4287,1.000000001,0,0.081081081,0.027027027,0,6
14,0.4308336,33.33858268,14.91833923,69,1.282309426,1407.755906,268.5312184,2608,0,0,0.094488189,0,0,6
2,0.1725,12.3814433,11.66051323,39,1.154341511,1100.453608,300.4477222,1858,0,0,0.577319588,0,0,6
3,0.333612,19.16788321,16.42208401,67,1.150779283,1152.029197,316.2980478,2515,0,0,0.437956204,0,0,6
0.23,0.2880552,10.72463768,7.607821165,28,0.827213266,1058.623188,218.2388129,1704,0,0,0.594202899,0,0,6
1,0.3030552,10.87777778,11.27972007,43,1.261228062,1081.811111,269.7998798,1691,1,0,0.544444444,0,0,6
2,0.1230552,25.43333333,10.47250908,55,0.328325154,1352.833333,265.1768305,1965,0,0,0.1,0,0,6
31,1.3655544,32.88980263,19.73696958,92,1.27382038,1352.523026,273.1285511,2358,0,0,0.167763158,0.001644737,0,6
134,2.315832,52.73076923,47.44420425,177,1.425398429,1605.719141,683.7344018,3536,0.861580633,0,0.262969589,0.217352415,2.315832,6
119,2.0083344,62.29814272,46.24917693,167,1.473425688,1654.081134,632.0838353,3910,0,0,0.225806452,0.356793744,2.0083344,6
1,0.0941664,26.79545455,15.50630711,49,1.270166012,1287.795455,217.4691188,1731,0,0,0.204545455,0,0,6
3,0.3930576,11.88362069,14.4542655,65,1.316042063,1051.913793,283.0377292,1843,0,0,0.564655172,0,0,6
15,0.5872224,28.26888218,18.92033294,89,1.259631542,1324.655589,358.3264583,4531,0.854775295,0,0.256797583,0,0,6
0.05,0.0627792,13.54347826,7.280740261,33,0.843672616,1124.456522,238.1138576,1745,0,0,0.326086957,0,0,6
1,0.15222,7.784946237,11.05504947,47,0.848141422,1033.924731,331.9366832,2307,0,0,0.698924731,0,0,6
3,0.172224,20.56862745,18.81094573,61,1.232033668,1220.441176,350.1868122,2507,1,0,0.411764706,0,0,6
2,0.1841688,14.08064516,16.07836337,53,1.271525585,1105.854839,338.8695385,1792,0,0,0.572580645,0,0,6
5,0.2536128,22.03472222,15.80316565,60,1.048068354,1237.923611,297.2958565,2080,0,0,0.305555556,0,0,6
1,0.1436112,10.64864865,12.93019449,40,1.174399863,1044.810811,266.1367285,1714,0,0,0.608108108,0,0,6
1,0.071388,22.43902439,17.99867881,62,1.11455897,1277.121951,348.1451705,1803,0,0,0.390243902,0,0,6
1,0.0827784,17.13333333,15.2577849,45,1.226619504,1188.466667,345.877908,2116,0,0,0.511111111,0,0,6
5,0.3644448,14.16589862,13.52125002,46,1.165174643,1134.658986,331.7225997,1816,1,0,0.497695853,0,0,6
2,0.165,11.68,14.56637889,53,1.201013244,1089.99,311.1682612,2174,1,0,0.59,0,0,6
4,0.1391664,22.88429752,20.10604805,86,1.102994198,1235.165289,400.1582676,2706,1.000000001,0,0.388429752,0,0,6
4,0.6525,11.73493976,13.15241086,47,1.238637052,1091.032129,293.8907641,1814,0,0,0.562248996,0,0,6
25,1.1205552,34.89414414,31.09695117,141,1.223735364,1615.234234,773.0359189,4982,0.036192059,0,0.265765766,0.067567568,0,6
1,0.1091664,14.19402985,9.262565267,37,0.807103128,1154.910448,276.2110925,1808,1.000000001,0,0.432835821,0,0,6
1,0.1027776,15.61290323,11.02211613,37,0.947837858,1171.822581,283.506644,1802,0.999999999,0,0.387096774,0,0,6
2,0.185556,14.12941176,9.80134616,37,0.843070896,1196.035294,321.6383079,1859,0,0,0.435294118,0,0,6
0.08,0.104724,15.92307692,7.100018057,29,0.523642192,1137.846154,169.5449037,1410,0,0,0.307692308,0,0,6
3,0.63,12.93534483,14.42581113,57,1.32487171,1096.099138,320.2102578,1846,1,0,0.560344828,0,0,6
0.13,0.1616664,15.79487179,11.17369912,36,0.691216731,1184.538462,276.1475431,1708,0.146048901,0,0.333333333,0,0,6
9,0.7591656,26.68888889,17.4044248,70,0.994227588,1319.355556,323.2071502,2688,0,0,0.248148148,0,0,6
2,0.0680544,28.78378378,18.61172739,60,0.634865444,1341.27027,402.3201909,2476,0,0,0.243243243,0,0,6
3,0.3847224,15.46315789,16.33936021,68,0.922977167,1165.136842,377.7433163,2810,1,0,0.484210526,0,0,6
4,0.36,10.94202899,12.07285818,42,1.161920475,1057.217391,291.3265876,1833,1,0,0.603864734,0,0,6
7,1.2444432,8.182444062,12.52147541,53,1.30065617,990.3253012,274.2107468,1815,0,0,0.719449225,0,0,6
1,0.1061112,16.8030303,12.95461866,52,0.889252363,1212.5,396.1093575,2951,0,0,0.333333333,0,0,6
2,0.538332,15.125,17.96073635,67,0.908165997,1186.58125,448.622174,3340,0,0,0.6125,0,0,6
0.19,0.2397216,13.65671642,9.026144247,31,0.724900296,1087.298507,297.1669776,1869,1,0,0.492537313,0,0,6
1,0.0708312,18.97826087,14.12246301,47,0.923007897,1180.717391,294.1170336,1669,1.000000001,0,0.391304348,0,0,6
18,0.7083336,26.20895522,20.23357668,67,1.364567558,1252.691542,334.6362962,2509,0,0,0.31840796,0,0,6
1,0.1791672,15.37288136,10.91329197,43,0.647355732,1200.966102,304.139145,1844,0,0,0.389830508,0,0,6
0.16,0.1961112,22.21875,15.36803212,63,0.716522849,1234.03125,396.2508561,2095,0,0,0.375,0,0,6
15,0.3724992,40.27232143,25.91832535,86,1.280582538,1393.316964,325.9174185,3120,0,0,0.191964286,0,0,6
5,0.21,25.08661417,12.92101993,48,1.377519031,1327.929134,276.3097003,1879,0,0,0.196850394,0,0,6
13,0.5072232,30.64173228,17.97213452,79,1.250330861,1366.492126,298.8501514,2058,0,0,0.157480315,0,0,6
1,0.1975008,18.05797101,10.56337187,46,0.604069278,1191.217391,311.6887054,1821,1,0,0.333333333,0,0,6
2,0.2705568,9.259259259,8.285901498,32,0.824004602,1007.444444,242.7768051,1650,0.556470213,0,0.644444444,0,0,6
3,0.5244432,22.92631579,13.09152894,70,0.645155044,1323.947368,279.035549,2687,0,0,0.126315789,0,0,6
0.07,0.0913872,11.17647059,6.747548574,19,0.910010102,1086.352941,172.7519686,1364,0,1,0.470588235,0,0,6
1,0.0830544,13.20833333,10.93103786,42,0.574992862,1171.791667,253.7778354,1650,0.999999999,0,0.4375,0,0,6
1,0.2824992,17.18987342,12.02036301,47,0.859205254,1169.582278,272.9251145,2218,0,0,0.367088608,0,0,6
8,0.4152792,15.51119403,15.16364744,62,1.312621768,1124.380597,311.9965378,1856,0,0,0.514925373,0,0,6
2,0.1455552,19.66666667,10.97403201,54,0.805738133,1300.066667,294.9996189,1926,0,0,0.25,0,0,6
1,0.0825,17.5,10.77603595,39,1.170540373,1281.758065,328.01028,1832,0,0,0.322580645,0,0,6
2,0.1075008,14.72131148,10.70222897,46,0.84495072,1165.47541,292.8371337,2299,0,0,0.360655738,0,0,6
20,1.2941664,21.26770294,19.73209433,94,1.291572535,1204.119171,339.4855837,2930,1,0,0.397236615,0.001727116,0,6
4,0.1505568,25.86666667,15.27662531,60,1.132150636,1308.577778,262.5181846,1801,1,0,0.211111111,0,0,6
11,0.2858328,41.03012048,29.01774268,103,1.184889142,1540.46988,764.6791656,5411,0,0,0.246987952,0.036144578,0,6
3,0.116388,24,15.55087738,58,1.231851004,1278.305263,288.3028872,1790,1,0,0.221052632,0,0,6
2,0.2175,12.06666667,8.947788629,35,0.855377768,1094.1,273.1032669,1732,0,0,0.511111111,0,0,6
3,0.256944,15.32653061,11.2098069,46,0.801979332,1141.517007,295.4972673,1828,0,0,0.455782313,0,0,6
1,0.0997224,19.72727273,12.85562311,38,1.068110072,1253.727273,295.0023594,1806,0,0,0.333333333,0,0,6
1,0.1402776,28.72972973,17.62991247,63,0.906855948,1339.108108,288.2278019,1816,0,0,0.189189189,0,0,6
2,0.1883328,13.82300885,15.21291163,58,1.229489436,1102.761062,321.5857549,1955,0,0,0.557522124,0,0,6
0.24,0.2977776,24.73333333,17.84580419,60,0.830685732,1334.244444,349.7664906,2406,0,0,0.311111111,0,0,6
16,0.9191664,25.13782991,21.50543857,75,1.236605061,1255.123167,336.1932166,2375,1,0,0.357771261,0,0,6
1,0.1308312,22.2173913,16.63318376,64,0.677859324,1234.173913,289.4261989,1964,1,0,0.347826087,0,0,6
14,0.3552768,38.22522523,15.47567625,68,1.224235533,1391.608108,236.2312398,1920,0,1,0.072072072,0,0,6
4,0.2355576,19.30827068,13.00301856,60,0.935306788,1217.37594,302.827999,2102,1,0,0.360902256,0,0,6
36,0.9811104,45.66024096,30.15503795,147,1.377704506,1477.007229,388.009341,2967,0,0,0.142168675,0.084337349,0,6
1,0.1725,6.185185185,6.84835494,27,0.891793341,937.1481481,148.3414106,1568,0,0,0.787037037,0,0,6
3,0.389724,11.79738562,18.02715768,71,1.337037649,1141.522876,439.4661697,3780,0,0,0.666666667,0,0,6
1,0.2447232,7.253012048,12.15734584,52,1.017946083,1013.73494,302.7930181,2268,0,0,0.78313253,0,0,6
0.2,0.2505576,8.958333333,11.71098472,40,0.829604586,1051.604167,276.8438948,1717,0.399113018,0,0.666666667,0,0,6
3,0.5169432,17.2189781,14.71929273,65,0.880341891,1190.729927,355.6855953,2278,1,0,0.408759124,0,0,6
0.21,0.2655552,10.57954545,8.468632577,37,0.94908279,1020.5,224.1491704,1626,1,0,0.613636364,0,0,6
0.08,0.0988896,6.25,7.326787712,21,1.166189068,1034.5,338.1126224,1953,0,0,0.767857143,0,0,6
2,0.0888888,24.67272727,26.1527242,94,0.764049254,1569.618182,890.7787581,4511,0,1,0.436363636,0.018181818,0,6
37,2.3302776,30.07467057,21.89849925,95,1.236791901,1302.035139,325.5635294,2523,0.254499464,0,0.275256223,0.001464129,2.3302776,6
3,0.8313888,18.43225806,14.09937797,56,1.053675676,1133.129032,402.7518283,1905,0,0,0.367741935,0,0,6
1,0.058056,27.86666667,12.46161924,62,0.833431707,1372.3,306.0147788,2538,0,0,0.133333333,0,0,6
1,0.4188888,11.00628931,13.94360107,55,1.053459185,1043.012579,362.8020869,2072,1,0,0.647798742,0,0,6
2,0.2894424,32.81944444,21.77886712,77,0.768607213,1378.472222,522.0726023,2907,0,0,0.25,0,0,6
3,0.1636104,22.43564356,19.35635081,60,0.950179288,1225.376238,440.3783113,2406,0,0,0.396039604,0,0,6
4,0.3916656,12.10267857,12.68851364,59,1.012751384,1093.169643,318.7236004,2329,1,0,0.544642857,0,0,6
1,0.2158344,13.25274725,12.08083276,42,1.057990205,1085.934066,349.4514051,1854,0,0,0.516483516,0,0,6
3,0.7544448,6.555555556,10.59086994,69,1.239778429,954.9924242,266.6229451,1914,0,0,0.744949495,0,0,6
4,0.4094448,10.68879668,12.98776022,58,1.224295984,1037.900415,322.8287188,2366,0,0,0.580912863,0,0,6
4,0.3727776,20.57241379,13.83772261,57,0.862891337,1245.296552,302.3920405,2608,1,0,0.275862069,0,0,6
5,1.3491672,7.755467197,11.44560342,49,1.239367009,985.473161,291.371675,1837,0.056618038,0,0.715705765,0,0,6
1,0.1336104,11.71428571,14.75217706,47,1.15356721,1032.936508,409.7105537,1790,0,0,0.619047619,0,0,6
1,0.0808344,23.94871795,19.79493385,66,0.953935677,1259.641026,475.2456698,2049,0,0,0.333333333,0,0,6
3,0.2397216,31.07042254,18.56750152,65,0.909225868,1320.267606,378.5865048,2027,0,0,0.154929577,0,0,6
77,2.1030576,42.84447005,32.00573052,133,1.360163773,1428.513825,444.9592012,4272,0.615374871,0,0.213133641,0.09562212,2.1030576,6
2,0.1194432,23.95081967,12.41830132,49,1.096987832,1302.081967,335.4127952,1837,0.999999999,0,0.213114754,0,0,6
1,0.0975,14.05454545,8.438049147,32,1.04287824,1026.836364,236.8504579,1746,0,0,0.454545455,0,0,6
4,0.2438904,21.1015625,21.67579289,87,1.15568627,1223.362205,343.5815485,1930,1,0,0.3984375,0,0,6
2,0.2513904,14.77862595,8.065396243,43,0.969567906,1058.435115,232.7627746,1592,1,0,0.389312977,0,0,7
1,0.3594456,15.40229885,8.655499354,34,1.097995448,1035.908046,242.511646,1726,1,0,0.344827586,0,0,7
1,0.0680568,19.17777778,8.806735255,35,1.013318885,1133.333333,272.1440127,1753,0,0,0.2,0,0,7
1,0.0672216,21,9.700389733,40,1.305697781,1030.547619,308.4145296,1465,0,0,0.142857143,0,0,7
1,0.1994448,17.18072289,8.644954229,36,1.086951706,1012.493976,198.4200013,1703,1,0,0.301204819,0,0,7
1,0.0591672,20,10.14581194,42,0.889002716,1072.69697,235.9145085,1552,0,0,0.242424242,0,0,7
0.09,0.1186104,18.70454545,9.544460333,39,1.126104801,1005.840909,182.1480286,1437,0,0,0.25,0,0,7
0.04,0.0513888,16.87878788,10.53493467,32,1.281465577,1164,283.5026455,1627,1.000000001,0,0.333333333,0,0,7
1,0.0652776,20.6097561,9.377841033,43,0.942252494,1100.365854,215.6160657,1553,0,0,0.146341463,0,0,7
1,0.0677784,21.34146341,10.98546712,44,1.047743177,1079.073171,259.1757502,1713,0,0,0.195121951,0,0,7
0.11,0.1352784,15.11864407,4.885180778,29,0.789045677,965.779661,171.1361696,1442,0.999999999,0,0.288135593,0,0,7
0.07,0.0861096,9.150943396,6.165649964,21,0.749660876,966.6603774,173.0931212,1379,0.999999998,0,0.660377358,0,0,7
0.04,0.0538896,8.705882353,4.48924244,18,0.313259932,907.2058824,135.5102097,1335,1,0,0.823529412,0,0,7
0.18,0.2252784,13.49450549,6.725364305,35,0.919545528,901.967033,129.536906,1276,1.000000001,0,0.494505495,0,0,7
2,0.1866672,12.0619469,10.04657296,38,1.067163919,999.9911504,216.25289,1839,1,0,0.610619469,0,0,7
0.28,0.3491664,12.65217391,8.852637112,38,0.960316189,999.3130435,178.8164974,1418,0.202864881,0,0.47826087,0,0,7
1,0.0952776,16.15517241,13.67518142,48,1.141442617,1009.275862,275.0033361,1721,0,0,0.448275862,0,0,7
1,0.1230552,15.12820513,10.51450325,37,0.920161681,1092.717949,273.7545065,1690,0,0,0.448717949,0,0,7
1,0.1513896,15.80232558,9.650138393,38,0.92288486,1062.27907,231.4403316,1929,0,0,0.38372093,0,0,7
8,0.616944,21.35114504,13.10781912,46,1.146377272,1370.954198,436.4077299,2576,0,0,0.301526718,0,0,7
1,0.1177776,16.01369863,11.85150383,41,1.072523208,1083.876712,261.3688829,1713,1,0,0.424657534,0,0,7
0.05,0.06,7.864864865,5.721121501,19,0.741223356,918.7027027,138.0464626,1383,0.999999999,0,0.756756757,0,0,7
2,0.1788888,14.58715596,7.803383655,29,1.057598086,1003.917431,222.6417205,1512,1,0,0.458715596,0,0,7
0.06,0.0811128,8.12244898,9.96793328,33,1.096474227,964.9591837,142.1025098,1494,0,0,0.714285714,0,0,7
1,0.050556,19.78787879,14.14601882,44,1.232881441,1189.727273,360.389223,1852,1.000000002,0,0.424242424,0,0,7
2,0.2255568,10.68888889,12.34362889,52,1.302842225,984.637037,237.5071596,1890,0,0,0.651851852,0,0,7
1,0.0727776,22.97777778,11.290561,50,0.882353832,1198.977778,203.7022659,1615,0,0,0.155555556,0,0,7
1,0.1027776,17.20634921,14.63001635,45,1.153564815,1078.603175,319.5029173,2027,0,0,0.476190476,0,0,7
0.04,0.0522216,11.47222222,8.971338843,33,0.818514396,1129.638889,200.457356,1588,1,0,0.555555556,0,0,7
1,0.0555552,18.11363636,9.135201298,38,0.921179338,1181.204545,286.5638919,2141,0.999999998,0,0.295454545,0,0,7
0.05,0.0602784,7.891891892,5.253484472,15,0.996940536,935.2162162,100.3173119,1168,1.000000002,0,0.756756757,0,0,7
1,0.0949992,15.11764706,8.723838351,35,1.091844444,1039.308824,252.8850401,1641,0.999999999,0,0.455882353,0,0,7
1,0.095556,20.38983051,13.66851018,49,1.050331728,1171.101695,392.505159,2401,0.261609946,0,0.322033898,0,0,7
1,0.0949992,19.63793103,11.23231284,51,0.92858311,1235.155172,385.0573346,2616,0.999999999,0,0.310344828,0,0,7
5,0.3225,19.95530726,10.40247444,41,1.06353252,1154.391061,277.2308759,2040,0.882857675,0,0.240223464,0,0,7
6,0.4538904,15.90875912,11.76925886,41,1.237615066,1096.813869,272.5925558,2061,0,0,0.379562044,0,0,7
1,0.1797216,13.86,8.070422366,32,1.004526504,1009.92,230.3574157,1634,0,0,0.44,0,0,7
1,0.1005552,15.56060606,9.698737091,39,0.993621591,1060.560606,255.3866528,1809,0.999999999,0,0.393939394,0,0,7
1,0.1849992,12.40229885,8.751690561,36,0.994020349,983.8965517,205.6346972,1456,1,0,0.609195402,0,0,7
0.05,0.0613896,11.05,9.055243558,31,1.155075435,1026.55,191.8561093,1566,1,0,0.6,0,0,7
0.09,0.1116672,15.83606557,7.165147888,32,0.508425161,1068.442623,301.7395414,1689,0,0,0.344262295,0,0,7
2,0.1599984,15.30927835,9.724711676,38,0.983575611,1074.979381,228.3975417,1990,0,0,0.371134021,0,0,7
0.04,0.0516672,12.73333333,12.19930279,36,1.085755637,953.6666667,179.7418327,1298,0,0,0.566666667,0,0,7
1,0.367776,14.41,9.907751276,39,0.963337994,1035.09,246.3607068,1837,1,0,0.45,0,0,7
1,0.093612,18.22413793,7.984729073,32,1.070097312,1015.793103,196.2882555,1349,1,0,0.224137931,0,0,7
2,0.1041672,19.30882353,10.3365131,37,0.997106511,1187.220588,290.6589449,2041,1,0,0.235294118,0,0,7
1,0.1052784,18.21538462,12.00845055,45,1.016004386,1096.307692,224.5960905,1590,0,0,0.338461538,0,0,7
1,0.1880568,17.26315789,9.385605237,43,0.948818663,1066.536842,237.8822707,1649,0,0,0.305263158,0,0,7
1,0.0533328,18.88571429,11.6461845,36,1.10225734,1063.457143,257.4977262,1469,0,0,0.4,0,0,7
1,0.1158336,16.2739726,10.13144208,38,0.987234563,1078.643836,242.7251744,1776,1,0,0.383561644,0,0,7
1,0.0997224,16.95081967,9.3370699,42,0.932910433,999.9344262,238.231321,1681,0.999999999,0,0.360655738,0,0,7
1,0.0836112,18.14285714,12.38390241,38,1.026393273,1081.464286,350.3973829,1858,1,0,0.357142857,0,0,7
2,0.1549992,15.92783505,13.12301368,47,1.216572873,1052.597938,190.0125358,1555,0,0,0.432989691,0,0,7
2,0.1619448,15.72727273,13.45196912,46,1.214900289,1063.888889,265.0871589,2014,0,0,0.454545455,0,0,7
1,0.1083312,18.02777778,12.13845392,36,1.040337494,1058.361111,271.8687869,1628,1,0,0.416666667,0,0,7
1,0.0680568,18.3255814,7.664764558,39,0.784184012,1144.093023,303.0510576,1778,1.000000001,0,0.23255814,0,0,7
1,0.1094448,15.06666667,7.99759851,34,0.937905756,1010.883333,194.3100869,1440,1.000000001,0,0.366666667,0,0,7
1,0.1055544,17.10144928,11.88318749,43,0.98556335,1051.26087,220.1828553,1379,0,0,0.405797101,0,0,7
1,0.1991664,17.20238095,9.362550062,39,0.905659829,1041.654762,259.3448416,1764,0,0,0.321428571,0,0,7
1,0.1197216,12.98684211,10.71135649,42,1.142692412,994.4736842,254.6016221,2085,1.000000001,0,0.526315789,0,0,7
9,0.5227776,24.82706767,12.46671722,51,1.281125426,1098.229323,218.6291856,1972,1,0,0.195488722,0,0,7
214,2.7874992,79.48759305,31.78419581,117,1.464606334,2462.293424,802.598392,3494,0,0,0.060173697,0.586848635,2.7874992,7
212,3.0302784,73.52224148,29.78526126,117,1.453670724,2279.261698,715.1338039,3485,0,1,0.066435586,0.404390526,3.0302784,7
1,0.2316672,11.03149606,10.50618639,41,1.122534778,1010.732283,192.1215905,1792,0,0,0.606299213,0,0,7
2,0.1005552,20.81818182,12.73264622,43,1.156731529,1070.909091,192.0441237,1515,0,0,0.257575758,0,0,7
2,0.2319432,18.8018018,12.11221759,42,1.010048558,999.036036,283.6533393,1505,0,0,0.342342342,0,0,7
1,0.1249992,20.35185185,12.62695142,49,0.774148301,1012.314815,323.3683468,1576,1.000000001,0,0.259259259,0,0,7
0.05,0.0661104,7.735294118,5.853301702,22,0.44886998,828.0588235,399.1837081,1531,1.000000001,0,0.852941176,0,0,7
1,0.12,16.27692308,8.592343416,34,1.09544091,967.8615385,283.8003742,1447,1.000000001,0,0.292307692,0,0,7
0.27,0.3433344,16.79166667,15.99861474,56,1.072110779,984.0208333,395.0568227,1691,1,0,0.541666667,0,0,7
0.11,0.135,16.8627451,10.85913368,39,0.91969593,1009.235294,429.6151575,1670,0,0,0.333333333,0,0,7
1,0.0780552,21.27272727,12.6681502,53,0.935755621,1031.863636,347.6089483,1596,0,0,0.227272727,0,0,7
0.06,0.0708336,11.33333333,12.65588514,37,1.191740853,914.0277778,277.0513605,1358,0,0,0.666666667,0,0,7
1,0.1227768,15.85915493,9.227746629,40,0.763630511,991.4647887,250.6761617,1426,1,0,0.38028169,0,0,7
1,0.1227768,14.02816901,8.71611288,32,1.009693586,936.3521127,277.9486129,1497,0.999999999,0,0.478873239,0,0,7
0.04,0.054168,13.2,9.69678226,32,0.956064031,893.0333333,340.4241253,1352,1,0,0.5,0,0,7
2,0.414444,18.61818182,12.07011764,48,0.804891657,1052.3,342.9088078,2055,0,0,0.318181818,0,0,7
0.05,0.0577776,14.88461538,10.89339955,33,1.030354158,881.6153846,350.9664459,1257,0,0,0.461538462,0,0,7
3,0.496668,15.58241758,10.46231431,50,0.877263101,984.3626374,308.8291565,1657,1,0,0.401098901,0,0,7
1,0.3141672,12.84684685,8.954631304,34,1.082998291,879.0810811,289.5748022,1354,1,0,0.531531532,0,0,7
1,0.0722232,20.43243243,11.2658297,45,0.969830847,1148.378378,386.1516938,1795,0,0,0.162162162,0,0,7
1,0.0961104,18.79245283,10.43543978,40,0.82943884,1101.830189,294.8616192,1505,0,0,0.264150943,0,0,7
0.23,0.286944,14.28571429,13.1840918,43,1.142775519,881.8888889,398.2396795,1574,0,0,0.53968254,0,0,7
1,0.0625008,18.34285714,16.26244837,44,1.158758316,1009.4,357.7865121,1436,0,0,0.457142857,0,0,7
